,Playlist Title,DJ ID,DJ Name,Date,Time,Artist,Song,Release,New,Local,Genre,Label,UPC,artistBB,songBB
46054,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:06:51 AM,Miki Yamanaka,Shades Of Rainbow,Shades Of Rainbow,0,0,Jazz,ORCHARD - Cellar Live,0197188923594,0,0
46055,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:15:54 AM,Theo Croker,THEO SAYS (feat. Ego Ella May & D'LEAU),THEO SAYS (feat. Ego Ella May & D'LEAU),0,0,Jazz,SME - Masterworks,0196589387752,0,0
46056,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:20:11 AM,Nicholas Payton,Gold Dust Black Magic,DRIP,0,0,R&B/Soul,Paytone Records,0195269261788,0,0
46057,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:25:04 AM,Marc Jordan,Coltrane Plays the Blues,Coltrane Plays The Blues,0,0,Jazz,Linus Entertainment,0803057073023,0,0
46058,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:30:24 AM,Echo Conscious,Space Squirrel,Emotional Patterns,0,0,Electronic,Harmonious Discord,0853566497452,0,0
46059,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:33:26 AM,Novalima,El Tiempo (Captain Planet Remix),El Tiempo (Captain Planet Remix),0,0,,"Six Degrees Records, LLC",0657036724723,0,0
46060,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:37:07 AM,Dolly Parton,World On Fire,World On Fire,0,0,Rock,UMG - Big Machine,00843930095278,1,0
46061,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:41:27 AM,Soccer Mommy,Feel It All The Time,"Sometimes, Forever",0,0,,UMG - Concord Loma Vista,00888072441132,0,0
46062,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:42:25 AM,Ancient Future,Lustful Elephants Trumpet Spring - Live 6-12-21,Lustful Elephants Trumpet Spring (Live 6-12-2021),0,0,World,ORCHARD - Ancient-Future.Com Records,0825336204003,0,0
46063,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:50:23 AM,Vince Clarke,The Lamentations of Jeremiah,The Lamentations of Jeremiah,0,0,Electronic,Mute (Artist Intelligence),5400863144593,0,0
46064,"WRUV 2/11/24, 2:03 AM",64581,Program Director,2024-02-11,2:54:47 AM,Santigold,High Priestess,High Priestess,0,0,,MERLIN - Little Jerk Records,0617308029673,0,0
46065,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:07:40 AM,Brunch,Mental Glue,Parasocial,0,0,,Brunch Records,0197629569480,0,0
46066,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:11:17 AM,Mitski,Bug Like an Angel,Bug Like an Angel,0,0,,Dead Oceans,0656605165097,0,0
46067,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:14:47 AM,"MDC, Fares",Come On Talk to Me,Come On Talk to Me,0,0,,WeZienWel Records,,0,0
46068,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:21:25 AM,Róisín Murphy,CooCool,CooCool,0,0,Electronic,MERLIN - Ninja Tune,5054429173673,0,0
46069,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:25:53 AM,Kris Gruen,In Bloom,In Bloom,0,0,Folk,ORCHARD - Mother West,0197188714352,0,0
46070,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:29:58 AM,Of Conscious Mind,Conscious Mind (feat. Ethan Avendaño-Lawrence),Spellwords,0,0,Rock,DISTROKID,0198089638792,0,0
46071,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:33:31 AM,Baaba Maal,Freak Out,Freak Out,0,0,,BELIEVE - Marathon Artists,3617052131391,0,0
46072,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:38:06 AM,Overcoats,Horsegirl,Horsegirl,0,0,,ORCHARD - Never Fall Back Records,0196925174978,0,0
46073,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:41:14 AM,José González,Visions,Visions,0,0,,WMG - Mute (Artist Intelligence),0724596105559,0,0
46074,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:44:53 AM,Joe Chambers,Dance Kobina,Dance Kobina,0,0,Jazz,UMG - Blue Note (US1A),00602455003065,0,0
46075,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:51:16 AM,Skryabin,Коридори-нори,Стриптиз,0,0,Rock,ORCHARD - Kuzma Skryabin,0190374664004,0,0
46076,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:55:14 AM,Brittany Howard,What Now,What Now,0,0,,Brittany Howard PS/ Island,0602458631135,0,0
46077,"WRUV 2/11/24, 3:07 AM",64581,Program Director,2024-02-11,3:59:32 AM,Chris Botti,Old Folks,Old Folks,0,0,Jazz,Blue Note Records,00602455806093,0,0
46078,jane graveyard,176511,DJ B,2024-02-11,4:05:20 AM,Roy Harper,One Man Rock and Roll Band,Stormcock (Remastered),0,0,,Resurgent,0690333000152,0,0
46079,jane graveyard,176511,DJ B,2024-02-11,4:12:40 AM,Fimnur,Snowfall,Snowbound,0,0,Electronic,Fimnur,0198026039286,0,0
46080,jane graveyard,176511,DJ B,2024-02-11,4:17:01 AM,Narrow Shoulders,Summer's End,Summer's End,0,0,,MERLIN - Twosyllable Records,3663729268143,0,0
46081,jane graveyard,176511,DJ B,2024-02-11,4:21:17 AM,ZZ Ward,Forget About Us,Forget About Us,0,0,,Dirty Shine Records,0193436336352,0,0
46082,jane graveyard,176511,DJ B,2024-02-11,4:23:59 AM,Bonny Doon,Let There Be Music,Let There Be Music,0,0,,MERLIN - Anti/Epitaph,0045778780372,0,0
46083,jane graveyard,176511,DJ B,2024-02-11,4:28:42 AM,Yusuf / Cat Stevens,"All Nights, All Days","All Nights, All Days",0,0,,BMG Rights Management (UK) Limited,4050538856569,0,0
46084,jane graveyard,176511,DJ B,2024-02-11,4:31:03 AM,Daymé Arocena,Dançar e Voar,Dançar e Voar,0,0,World,WMG - Brownswood Recordings,5060180325596,0,0
46085,jane graveyard,176511,DJ B,2024-02-11,4:35:01 AM,Jessie Baylin,That's the Way,That's the Way,0,0,Rock,Missing Piece Records,0196925186797,0,0
46086,jane graveyard,176511,DJ B,2024-02-11,4:37:49 AM,Durand Jones,That Feeling,That Feeling,0,0,R&B/Soul,MERLIN - Dead Oceans,0656605158099,0,0
46087,jane graveyard,176511,DJ B,2024-02-11,4:42:12 AM,Slowe,Inertia,Where The Mind Wanders,0,0,,BELIEVE - Tru Thoughts,5060609666231,0,0
46088,jane graveyard,176511,DJ B,2024-02-11,4:48:03 AM,Sunny War,No Reason,No Reason,0,0,Folk,"MERLIN - New West Records, LLC",0607396653249,0,0
46089,jane graveyard,176511,DJ B,2024-02-11,4:50:40 AM,Yaya Bey,exodus the north star,exodus the north star,0,0,R&B/Soul,Big Dada,5054429173383,0,0
46090,jane graveyard,176511,DJ B,2024-02-11,4:54:02 AM,Alison Goldfrapp,So Hard So Hot,So Hard So Hot,0,0,Electronic,Skint Records,4050538904222,0,0
46091,jane graveyard,176511,DJ B,2024-02-11,4:56:12 AM,Charles Kreamer,Pump It!,Rock it!,0,0,,Various Artists,0885767691421,0,0
46092,jane graveyard,176511,DJ B,2024-02-11,4:59:40 AM,"Maria Mendes, Metropole Orkest, John Beasley",Com Que Voz,"Saudade, Colour of Love",0,0,Jazz,Challenge Records,0608917355222,0,0
46093,jane graveyard,176511,DJ B,2024-02-11,5:08:22 AM,Supershy,Keep It Rising,Happy Music,0,0,Electronic,ORCHARD - Beyond The Groove,0197189579097,0,0
46094,jane graveyard,176511,DJ B,2024-02-11,5:11:37 AM,Marlon Simon and the Nagual Spirits,Rumba Pa Andy,On Different Paths,0,0,Jazz,Trrcollective,0714651954017,0,0
46095,jane graveyard,176511,DJ B,2024-02-11,5:17:25 AM,Remi Russin,Having Dogs,Having Dogs,0,0,,Sticky Mango Records,0198004340427,0,0
46096,jane graveyard,176511,DJ B,2024-02-11,5:21:07 AM,Izo FitzRoy,Chasing Days,Chasing Days,0,0,,MERLIN - Jalapeno Records,3663729226204,0,0
46097,jane graveyard,176511,DJ B,2024-02-11,5:24:37 AM,Chancha Via Circuito,El árbol y el hacha,La Estrella,0,0,,MERLIN - WONDERWHEEL RECORDINGS,0674276555542,0,0
46098,jane graveyard,176511,DJ B,2024-02-11,5:28:49 AM,MGMT,Mother Nature,Mother Nature,0,0,,Mom+Pop,0810090094137,1,0
46099,jane graveyard,176511,DJ B,2024-02-11,5:32:43 AM,Hannah Jadagu,What You Did,What You Did,0,0,,Subpop Record Group,0098787906394,0,0
46100,jane graveyard,176511,DJ B,2024-02-11,5:35:44 AM,MUNA,Anything But Me,Anything But Me,0,0,,MERLIN - Dead Oceans,0617308026580,0,0
46101,jane graveyard,176511,DJ B,2024-02-11,5:39:19 AM,Buck Clayton,Way Down Yonder In New Orleans,"Buck Clayton-Featuring Lester Young, Count Basie, Teddy Wilson Vol 1",0,0,Jazz,ORCHARD - Documents,0885150928431,0,0
46102,jane graveyard,176511,DJ B,2024-02-11,5:42:11 AM,Jamie xx,KILL DEM,KILL DEM,0,0,Electronic,MERLIN - Young,5059638395069,0,0
46103,jane graveyard,176511,DJ B,2024-02-11,5:45:53 AM,Nicola Conte,Arise,Arise,0,0,,BELIEVE - Far Out Recordings,3617220629095,0,0
46104,jane graveyard,176511,DJ B,2024-02-11,5:50:16 AM,John Lang,Flotando,Earotica,0,0,Jazz,ORCHARD - Cellar Live,0197188974275,0,0
46105,jane graveyard,176511,DJ B,2024-02-11,5:55:57 AM,Anthony Branker,Sundown Town,What Place Can Be for Us? - A Suite in Ten Movements,0,0,Jazz,ORCHARD - Origin Records,0805558286629,0,0
46106,"WRUV 2/11/24, 6:04 AM",64581,Program Director,2024-02-11,6:04:08 AM,Dubmatix,Hot Ska (Instrumental),"The Ska Sessions, Vol. 1",0,0,,Renegade Studio,0198025865541,0,0
46107,"WRUV 2/11/24, 6:04 AM",64581,Program Director,2024-02-11,6:07:21 AM,Kimi Djabaté,Sano,Dindin,0,0,,Cumbancha,0853001008656,0,0
46108,"WRUV 2/11/24, 6:04 AM",64581,Program Director,2024-02-11,6:11:19 AM,The Linda Lindas,Too Many Things,Too Many Things,0,0,,MERLIN - Epitaph,0045778800704,0,0
46109,"WRUV 2/11/24, 6:04 AM",64581,Program Director,2024-02-11,6:12:41 AM,cLOUDDEAD,A Intro (Fuzzy Version),cLOUDDEAD (Deluxe Edition),0,0,Hip Hop/Rap,cLOUDDEAD,0669158545810,0,0
46110,Get on the Bus,176463,DJ Rooster,2024-02-11,6:13:09 AM,Grateful Dead,"Althea (Live at Nassau Coliseum, Uniondale, NY 5/16/80) [2017 Remaster]",Winter Solstice (Live),0,0,Rock,Grateful Dead/Rhino,603497825264,1,0
46111,"WRUV 2/11/24, 6:04 AM",64581,Program Director,2024-02-11,6:14:48 AM,Dead & Company,"Althea - Live at Citi Field, Queens, NY, 7/15/22","Citi Field, Queens, NY 7/15/22 (Live)",0,0,Rock,Non-Wea/Other,0603497831531,0,0
46112,Get on the Bus,176463,DJ Rooster,2024-02-11,6:25:33 AM,Goose,Indian River - Live,"2019.11.16 Buffalo, NY",0,0,,Goose,0191079656745,0,0
46113,Get on the Bus,176463,DJ Rooster,2024-02-11,6:36:45 AM,Future Islands,King of Sweden,King of Sweden,0,0,,MERLIN - 4AD,5059638372640,0,0
46114,Get on the Bus,176463,DJ Rooster,2024-02-11,6:40:57 AM,The Smile,I Quit,Wall Of Eyes,0,0,,MERLIN - XL Recordings,5059638426374,0,0
46115,Get on the Bus,176463,DJ Rooster,2024-02-11,6:46:30 AM,"Medeski, Martin & Wood",I Wanna Ride You,Uninvisible,0,0,Jazz,UMG - Blue Note Records,0724353587055,0,0
46116,Get on the Bus,176463,DJ Rooster,2024-02-11,6:48:28 AM,Little Feat,Skin It Back,Feats Don't Fail Me Now,0,0,,WMG - Rhino/Warner Records,0603497978519,0,0
46117,Get on the Bus,176463,DJ Rooster,2024-02-11,6:52:39 AM,Parliament,Unfunky UFO,Mothership Connection,0,0,Jazz,UMG - Boutique,00600753275207,0,0
46118,Get on the Bus,176463,DJ Rooster,2024-02-11,6:57:04 AM,Keller Williams,West L.A. Fade Away,Funk,0,0,R&B/Soul,DISTROKID,0197931343488,0,0
46119,Get on the Bus,176463,DJ Rooster,2024-02-11,7:03:23 AM,Stevie Wonder,Jesus Children Of America,Innervisions,0,0,R&B/Soul,Universal Music,0602435775999,1,0
46120,Get on the Bus,176463,DJ Rooster,2024-02-11,7:07:33 AM,Hiatus Kaiyote,Everything’s Beautiful,Everything’s Beautiful,0,0,,MERLIN - Brainfeeder,5054429192834,0,0
46121,Get on the Bus,176463,DJ Rooster,2024-02-11,7:10:24 AM,Miles Davis,"Pharaoh's Dance (Feat. John McLaughlin, Chick Corea, Wayne Shorter, Bennie Maupin)",Bitches Brew (Legacy Edition),0,0,,,,0,0
46122,Get on the Bus,176463,DJ Rooster,2024-02-11,7:14:28 AM,Vulfpeck,Dean Town,The Beautiful Game,0,0,,Vulf Records,0859718394082,0,0
46123,Get on the Bus,176463,DJ Rooster,2024-02-11,7:18:02 AM,Curtis Mayfield,Pusher Man,The Hangover Part II: Original Motion Picture Soundtrack,0,0,,Universal Music,0008811103620,1,0
46124,Get on the Bus,176463,DJ Rooster,2024-02-11,7:23:03 AM,J Mascis,What Do We Do Now,What Do We Do Now,0,0,,Subpop Record Group,0098787160567,0,0
46125,Get on the Bus,176463,DJ Rooster,2024-02-11,7:27:26 AM,Grateful Dead,"Dark Star (Live at Wembley Empire Pool, April 1972)","Dark Star (Live at Wembley Empire Pool, April 1972)",0,0,Rock,WMG - Rhino (Pure),0603497970322,1,0
46126,Get on the Bus,176463,DJ Rooster,2024-02-11,7:30:02 AM,Phish,You Enjoy Myself,Junta,0,0,Rock,WMG - Elektra,0075596141321,0,0
46127,Get on the Bus,176463,DJ Rooster,2024-02-11,7:39:52 AM,Widespread Panic,Pickin' Up The Pieces,Everyday,0,0,Rock,Volcano,0614223214627,0,0
46128,Get on the Bus,176463,DJ Rooster,2024-02-11,7:49:11 AM,Jerry Garcia,Space Funk - Live,Side Trips: Volume One (Live),0,0,,Round Records,0880882306359,0,0
46129,Get on the Bus,176463,DJ Rooster,2024-02-11,7:52:31 AM,Traffic,Tragic Magic,On The Road,0,0,Rock,UMG - Universal-Island Records Ltd.,00042284289320,1,0
46130,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:00:50 AM,TEKE::TEKE,Gotoku Lemon,Gotoku Lemon,0,0,Rock,MERLIN - Kill Rock Stars,0759656074605,0,0
46131,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:04:39 AM,Kitbash,Future Perfect - Single Version,Future Perfect/Jigsaw People,0,0,,Hot Soda Records,0198087446399,0,0
46132,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:08:50 AM,Mike Allen,One-Up-Man-Ship,To a Star,0,0,Jazz,ORCHARD - Cellar Live,0197187826360,0,0
46133,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:14:59 AM,Aaron Diehl,Gemini,Zodiac Suite,0,0,Jazz,ORCHARD - Mack Avenue Records,0673203120167,0,0
46134,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:17:05 AM,Matt Costa,Holy Mountain,Donde Los Terremotos: Songs from and Inspired by the Film,0,0,Folk,Dangerbird Records,0842803024865,0,0
46135,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:22:35 AM,Donald Vega,¡Baila! Dance Like No One’s Watching,¡Baila! Dance Like No One’s Watching,0,0,Jazz,MERLIN - Tiger Turn,0634164019273,0,0
46136,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:26:28 AM,Barkman,Iguana,Togetherless,0,0,Jazz,DISTROKID,0197714749520,0,0
46137,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:30:25 AM,FORBIDDEN FRUIT,Garbicz,Late Night Strut EP,0,0,Electronic,WeZienWel Records,0195334845615,0,0
46138,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:35:59 AM,Dara Tucker,Scars,Dara Starr Tucker,0,0,Jazz,UMG - Green Hill Productions,00792755006924,0,0
46139,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:41:33 AM,Kristian Montgomery and the Winterkill Band,I Dont Know Whats Real Anymore,Lower County Outlaw,0,0,,Anti Hero,0198025539640,0,0
46140,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:44:57 AM,Aaron Diehl,Cancer,Cancer,0,0,Jazz,ORCHARD - Mack Avenue Records,0673203120167,0,0
46141,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:48:42 AM,Anjimile,The King,The King,0,0,,MERLIN - 4AD,5059638404242,0,0
46142,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:52:24 AM,Franck Biyong,Hyodot,Kunde,0,0,,BELIEVE - Akhetaton Records,3617051754041,0,0
46143,"WRUV 2/11/24, 8:00 AM",64581,Program Director,2024-02-11,8:55:13 AM,Tunico,Solar das Hortências,Tunico,0,0,,BELIEVE - Far Out Recordings,3617052456579,0,0
46144,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:00:33 AM,boygenius,Cool About It,the record,0,0,,UMG - Boygenius PS,00602455204677,0,0
46145,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:00:58 AM,Willverine,Amy Winehouse,Amy Winehouse,0,0,R&B/Soul,DISTROKID - Willverine Music,0196832213401,0,0
46146,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:04:26 AM,Jun Iida,Forgotten Memories,Evergreen,0,0,Jazz,OA2 Records,0805552222128,0,0
46147,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:10:55 AM,Dolly Parton,We Are The Champions / We Will Rock You,We Are The Champions / We Will Rock You,0,0,Rock,UMG - Big Machine,00843930098798,1,0
46148,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:14:44 AM,Overcoats,Winner,Winner,0,0,,ORCHARD - Never Fall Back Records,0197187613113,0,0
46149,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:18:05 AM,Steven Bamidele,Dark Sense Of Humour (Farfisa),Dark Sense Of Humour (Farfisa),0,0,R&B/Soul,MERLIN - Tru Thoughts,5060609666453,0,0
46150,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:22:09 AM,Magic Sam,I Feel So Good (I Wanna Boogie),West Side Soul,0,0,,Delmark,0038153061524,0,0
46151,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:26:53 AM,Lava La Rue,Hi-Fidelity,Hi-Fidelity,0,0,,BELIEVE - Marathon Artists,3616846915711,0,0
46152,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:30:45 AM,SSJ4Weed,Die Already,Darelle Wonder Forver,0,0,,Bragala Records,0197386006228,0,0
46153,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:32:55 AM,Ruth Harley,Santa Baby,"Santa's Funk & Soul Christmas Party, Vol. 4",0,0,R&B/Soul,Tramp Records,5050580791220,0,0
46154,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:35:25 AM,Kiwi jr.,Unspeakable Things,Unspeakable Things,0,0,,WMG - Subpop Record Group,0098787150063,0,0
46155,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:38:53 AM,Thee Sacred Souls,Future Lover,Thee Sacred Souls,0,0,R&B/Soul,MERLIN - Penrose / Daptone Records,0634457100541,0,0
46156,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:42:22 AM,Aaron Diehl,Libra,Libra,0,0,Jazz,ORCHARD - Mack Avenue Records,0673203120167,0,0
46157,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:46:14 AM,Rachel Therrien,Mojo,Mojo,0,0,Jazz,MERLIN - OUTSIDE IN MUSIC,0762183763324,0,0
46158,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,9:56:17 AM,Jeff Coffin,Ruthie,Between Dreaming and Joy,0,0,Jazz,Ear Up Records,0658580496043,0,0
46159,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:01:21 AM,Samara Joy,'Round Midnight,Linger Awhile,0,0,Jazz,UMG - Verve,0602448266477,0,0
46160,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:07:01 AM,Babylon Zoo,Spaceman,90's Hits,0,0,,Parlophone UK,5099921281853,0,0
46161,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:11:02 AM,Jungle,Dominoes,Dominoes,0,0,Electronic,Caiola Records,0197188308315,0,0
46162,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:13:58 AM,Joel Ross,nublues - fade,nublues (fade),0,0,Jazz,Blue Note Records,00602458910919,0,0
46163,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:22:08 AM,Maya Hawke,Thérèse,Thérèse,0,0,,Mom+Pop,0810090092263,0,0
46164,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:25:36 AM,Count Basie,One O'clock Jump,History,0,0,Jazz,Universal Music,0731454909020,1,0
46165,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:28:36 AM,Marcos Valle,Novo Visual,Nova Bossa Nova,0,0,,BELIEVE - Far Out Recordings,3614595010756,0,0
46166,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:32:49 AM,Miloe,Winona (with Jamila Woods and Vagabon),Winona (with Jamila Woods and Vagabon),0,0,,MERLIN - things we like,5056495275763,0,0
46167,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:41:45 AM,Donatinho,Ilusão de Nós,Sintetizamor,0,0,World,ORCHARD - Deckdisc,7898324313844,0,0
46168,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:45:18 AM,The Wormdogs,Legs,"Cookin' with, Vol. I",0,0,Folk,The Wormdogs,0859772513368,0,0
46169,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:48:28 AM,Divino Niño,XO,XO,0,0,,MERLIN - Winspear,0606638761827,0,0
46170,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:51:32 AM,Iron & Wine,Thomas County Law - Live,Thomas County Law (Live),0,0,,Subpop Record Group,0098787907872,0,0
46171,Get Fresh with DJ Llu,64631,DJ Llu,2024-02-11,10:54:52 AM,Joel Ross,early,nublues,0,0,,Blue Note Records,00602458376593,0,0
46172,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:00:09 AM,Vagabon,Carpenter,Carpenter,0,0,,"Vagabon Music, LLC",0075597905151,0,0
46173,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:03:26 AM,Jeff Coffin,Behind the 8 Ball,Between Dreaming and Joy,0,0,Jazz,Ear Up Records,0658580496043,0,0
46174,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:08:27 AM,The Tenderbellies,One by One,One by One,0,0,Country,The Tenderbellies,0198015205074,0,0
46175,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:22:23 AM,Jun Iida,Shiki no Uta,Evergreen,0,0,,OA2 Records,,0,0
46176,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:25:36 AM,FOZ.,all too slow,Gardening Gloves,0,0,Hip Hop/Rap,Bedroom Recordings,0195334892275,0,0
46177,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:29:18 AM,Chicago Soul Jazz Collective,So alive,On the Way to be Free,0,0,Jazz,JMARQ Records,0195729365841,0,0
46178,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:38:49 AM,Scone Cash Players,Brooklyn to Brooklin,Brooklyn to Brooklin,0,0,R&B/Soul,MERLIN - Daptone Records,0634457109896,0,0
46179,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:43:20 AM,Madison McFerrin,Stay Away (From Me),Stay Away (From Me),0,0,R&B,MERLIN - MADMCFERRIN MUSIC,0617308037999,0,0
46180,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:46:15 AM,Paul Simon,Can't Run But,The Rhythm Of The Saints (2011 Remaster),0,0,Rock,SME - Legacy Recordings,0886447210833,1,0
46181,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:49:49 AM,Eastern Mountain Time,Can You Hear it Now?,More Buses & Trains,0,0,Country,Eastern Mountain Time,7321170628850,0,0
46182,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:52:57 AM,Maajo,Unelmissani,Unelmissani,0,0,Electronic,MERLIN - WONDERWHEEL RECORDINGS,0674276644383,0,0
46183,Bops and Whatnotss,169363,Emmanem,2024-02-11,11:58:48 AM,Another Sexless Weekend,Depend On,Ice Cream Window & The Dynamic Flavors,0,0,Rock,3001315 Records DK,0197209998693,0,0
46184,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:05:19 PM,Stygian Crown,Scourge Of The Seven Hills,Funeral For A King,1,0,Heavy Metal,Cruz Del Sur Music,8032622211474,0,0
46185,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:11:38 PM,Mega Colossus,Grab the Sun,Showdown,1,0,Heavy Metal,ORCHARD - Cruz Del Sur Music,8032622211450,0,0
46186,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:19:21 PM,Ecclesia,Harvester of Sinful Souls,Ecclesia Militans,1,0,Heavy Metal,Aural Music,,0,0
46187,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:26:00 PM,Saint Vitus,Born Too Late (Live),Saint Vitus: Live,0,0,Rock,Southern Lord Recordings,0808720004359,0,0
46188,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:33:40 PM,HIGH,Harvest,Nice to Meet You,1,0,Heavy Metal,Axiom AV,0853515104547,0,0
46189,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:41:03 PM,Church Of Misery,Most Evil (Fritz Harmann),Born Under A Mad Sign,0,0,Heavy Metal,ORCHARD - Rise Above Limited,0197188445386,0,0
46190,Dissection Theatre,64679,Brad Barratt,2024-02-11,12:50:50 PM,Black Sabbath,Megalomania - Live,Past Lives,0,0,Rock,WMG - Warner Records Label,0081227949150,1,0
46191,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:02:25 PM,Supertzar,"The Factions, Pt. I",Epic Truths & Fantaisies,1,0,Heavy Metal,Mortua Silva Productions,,0,0
46192,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:12:24 PM,Bongzilla,Dab City,Dab City,0,0,,Heavy Psych Sounds,3617057671670,0,0
46193,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:24:14 PM,Rush,The Necromancer - Into The Darkness / Under The Shadow / Return Of The Prince,Caress Of Steel,0,0,Rock,UMG - Anthem Records Inc.,00066825107720,1,0
46194,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:37:40 PM,Electric Wizard,Dopethrone,Dopethrone (Remaster),0,0,Rock,ORCHARD - Rise Above Records,0803341226357,0,0
46195,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:51:41 PM,Abraham Alexander,Tears Run Dry,Tears Run Dry,0,0,,Dualtone Music Group,0803020253568,0,0
46196,Dissection Theatre,64679,Brad Barratt,2024-02-11,1:55:54 PM,"Gionathan, Highland Sanctuary",Al Mio Posto - Feels so Hard to Be Alright,Al Mio Posto - Feels so Hard to Be Alright,0,0,,Profimusic,,0,0
